ID,platform,title,score,audience_score,director,release,genre,subgenre,url
204,Netflix,The Old Guard,78,70,Gina Prince-Bythewood,2020,Action & Adventure,Fantasy,https://www.rottentomatoes.com/m/the_old_guard
205,Netflix,Rango,78,87,Gore Verbinski,2011,Animation,Western,https://www.rottentomatoes.com/m/rango
206,Netflix,Before I Wake,78,60,Mike Flanagan,2016,Horror & Suspense,Fantasy,https://www.rottentomatoes.com/m/before_i_wake
207,Netflix,The Disaster Artist,78,92,James Franco,2017,Comedy,Cult Movies,https://www.rottentomatoes.com/m/the_disaster_artist
208,Netflix,Fruitvale Station,77,94,Ryan Coogler,2013,Drama,Black Stories,https://www.rottentomatoes.com/m/fruitvale_station/
209,Netflix,The Florida Project,77,89,Sean Baker,2017,Drama,Independent Movies,https://www.rottentomatoes.com/m/the_florida_project/
210,Netflix,Behind the Curve,77,45,Daniel J. Clark,2018,Documentary,Science & Technology,https://www.rottentomatoes.com/m/behind_the_curve
211,Netflix,Lawless,77,73,John Hillcoat,2012,Drama,Crime,https://www.rottentomatoes.com/m/lawless
212,Netflix,Errementari: The Blacksmith and the Devil,77,68,Paul Urkijo Alijo,2018,Horror & Suspense,Fantasy,https://www.rottentomatoes.com/m/errementari_the_blacksmith_and_the_devil
213,Netflix,Audrie & Daisy,77,69,"Bonni Cohen, Jon Shenk",2016,Documentary,Black Stories,https://www.rottentomatoes.com/m/audrie_and_daisy
214,Netflix,Quantum of Solace,77,58,Marc Forster,2008,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/quantum_of_solace/
215,Amazon Prime,Quantum of Solace,77,58,Marc Forster,2008,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/quantum_of_solace/
216,Netflix,The Master,77,85,Paul Thomas Anderson,2012,Drama,Arthouse,https://www.rottentomatoes.com/m/the_master
217,Netflix,Layer Cake,77,85,Matthew Vaughn,2004,Thriller,Drama,https://www.rottentomatoes.com/m/layer_cake
218,Netflix,Flipped,77,89,Rob Reiner,2010,Romance,Coming of Age,https://www.rottentomatoes.com/m/flipped
219,Netflix,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,77,91,Marcus Raboy,2018,Comedy,Stand Up,https://www.rottentomatoes.com/m/steve_martin_and_martin_short_an_evening_you_will_forget_for_the_rest_of_your_life
220,Netflix,Tig,77,85,"Kristina Goolsby, Ashley York",2015,Documentary,Stand Up,https://www.rottentomatoes.com/m/tig
221,Netflix,Roll Red Roll,77,77,Nancy Schwartzman,2018,Documentary,Crime,https://www.rottentomatoes.com/m/roll_red_roll
222,Netflix,Enola Holmes,77,87,Harry Bradbeer,2020,Mystery,Coming of Age,https://www.rottentomatoes.com/m/enola_holmes
223,Netflix,PK,77,85,Rajkumar Hirani,2014,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/pk
224,Netflix,Good Time,77,79,"Benny Safdie, Josh Safdie",2017,Thriller,Crime,https://www.rottentomatoes.com/m/good_time
225,Netflix,The Next Three Days,77,72,Paul Haggis,2010,Thriller,Suspense,https://www.rottentomatoes.com/m/next_three_days/
226,Netflix,Miracle in Cell No. 7,77,97,Mehmet Ada Öztekin,2019,Drama,Black Stories,https://www.rottentomatoes.com/m/miracle_in_cell_no_7
227,Netflix,Trixie Mattel: Moving Parts,77,91,Nicholas Zeig-Owens,2019,Documentary,LGBTQ,https://www.rottentomatoes.com/m/trixie_mattel_moving_parts
228,Netflix,Talaash,77,85,Reema Kagti,2012,Horror & Suspense,Mystery,https://www.rottentomatoes.com/m/talaash
229,Netflix,Evelyn,77,,Orlando von Einsiedel,2019,Documentary,LGBTQ,https://www.rottentomatoes.com/m/evelyn
230,Netflix,I Am Sam,77,95,Jessie Nelson,2001,Drama,Coming of Age,https://www.rottentomatoes.com/m/i_am_sam
231,Netflix,In the Shadow of the Moon,77,70,Jim Mickle,2019,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/in_the_shadow_of_the_moon
232,Netflix,Memoirs of a Geisha,76,81,Rob Marshall,2005,Drama,Coming of Age,https://www.rottentomatoes.com/m/memoirs_of_a_geisha/
233,Netflix,Mad Max,76,89,George Miller,1979,Action & Adventure,Post-Apocalyptic,https://www.rottentomatoes.com/m/mad_max/
234,Hulu,Mad Max,76,89,,1979,Action & Adventure,Post-Apocalyptic,https://www.rottentomatoes.com/m/mad_max/
235,Netflix,John Leguizamo's Latin History for Morons,76,87,,2018,Comedy,Stand Up,https://www.rottentomatoes.com/m/john_leguizamos_latin_history_for_morons
236,Netflix,And Breathe Normally,76,84,Ísold Uggadóttir,2018,Drama,LGBTQ,https://www.rottentomatoes.com/m/and_breathe_normally
237,Netflix,The Killing of a Sacred Deer,76,68,Yorgos Lanthimos,2017,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/the_killing_of_a_sacred_deer/
238,Netflix,Angels & Demons,76,81,Ron Howard,2009,Thriller,Suspense,https://www.rottentomatoes.com/m/angels_and_demons/
239,Hulu,Angels & Demons,76,81,,2009,Thriller,Suspense,https://www.rottentomatoes.com/m/angels_and_demons
240,Netflix,Smoke & Mirrors,76,60,Alberto Rodríguez,2016,Thriller,Suspense,https://www.rottentomatoes.com/m/smoke_and_mirrors
241,Netflix,Bright,76,84,David Ayer,2017,Action & Adventure,Fantasy,https://www.rottentomatoes.com/m/bright
242,Netflix,Yes Man,76,70,Peyton Reed,2008,Comedy,Coming of Age,https://www.rottentomatoes.com/m/yes_man/
243,Netflix,Murder Mystery,76,47,Kyle Newacheck,2019,Mystery & Suspense,Mystery,https://www.rottentomatoes.com/m/murder_mystery
244,Netflix,Pink,76,89,Aniruddha Roy Chowdhury,2016,Drama,Black Stories,https://www.rottentomatoes.com/m/pink
245,Netflix,Midnight Run,76,89,Martin Brest,1988,Action & Adventure,Crime,https://www.rottentomatoes.com/m/midnight_run
246,Netflix,Ravenous,76,68,Robin Aubert,2017,Horror & Suspense,Zombie (Horror),https://www.rottentomatoes.com/m/ravenous
247,Netflix,Austin Powers: The Spy Who Shagged Me,76,81,Jay Roach,1999,Comedy,Parody,https://www.rottentomatoes.com/m/austin_powers_the_spy_who_shagged_me
248,Netflix,The Life of David Gale,76,75,Alan Parker,2003,Drama,Crime,https://www.rottentomatoes.com/m/life_of_david_gale/
249,Netflix,Tramps,76,60,Adam Leon,2017,Romance,Coming of Age,https://www.rottentomatoes.com/m/tramps
250,Netflix,The Two Popes,76,89,Fernando Meirelles,2019,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/the_two_popes
251,Netflix,The Wandering Earth,76,72,Frant Gwo,2019,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/the_wandering_earth
252,Netflix,Just Another Love Story,76,69,Ole Bornedal,2007,Romance,Crime,https://www.rottentomatoes.com/m/just_another_love_story
253,Netflix,Patton Oswalt: Annihilation,76,94,Bobcat Goldthwait,2017,Comedy,Stand Up,https://www.rottentomatoes.com/m/patton_oswalt_annihilation
254,Netflix,Joan Didion: The Center Will Not Hold,76,78,Griffin Dunne,2017,Documentary,Biographical,https://www.rottentomatoes.com/m/joan_didion_the_center_will_not_hold
255,Netflix,Steve Jobs,76,89,Danny Boyle,2015,Drama,Biographical,https://www.rottentomatoes.com/m/steve_jobs
256,Netflix,White Fang,76,73,Alexandre Espigares,2018,Adventure,Animals,https://www.rottentomatoes.com/m/white_fang
257,Disney Plus,White Fang,76,81,Randal Kleiser,1991,Family,Animals,https://www.rottentomatoes.com/m/white_fang
258,Netflix,A Monster Calls,76,86,J.A. Bayona,2016,Drama,Coming of Age,https://www.rottentomatoes.com/m/a_monster_calls/
259,Netflix,Olympus Has Fallen,76,69,Antoine Fuqua,2013,Action & Adventure,Suspense,https://www.rottentomatoes.com/m/olympus_has_fallen/
260,Netflix,Talladega Nights: The Ballad of Ricky Bobby,76,71,Adam McKay,2006,Sports,Parody,https://www.rottentomatoes.com/m/talladega_nights_the_ballad_of_ricky_bobby
261,Netflix,The Time Traveler's Wife,76,65,Robert Schwentke,2009,Romance,Fantasy,https://www.rottentomatoes.com/m/time_travelers_wife/
262,Netflix,State of Play,76,72,Kevin Macdonald,2009,Thriller,Suspense,https://www.rottentomatoes.com/m/state_of_play
263,Netflix,The Outlaw Josey Wales,76,89,Clint Eastwood,1976,Western,Classic Movies,https://www.rottentomatoes.com/m/outlaw_josey_wales/
264,Netflix,The Bank Job,76,79,Roger Donaldson,2008,Thriller,Crime,https://www.rottentomatoes.com/m/bank_job
265,Netflix,Miss Sloane,76,70,John Madden,2016,Thriller,Suspense,https://www.rottentomatoes.com/m/miss_sloane/
266,Netflix,Unknown,75,69,Jaume Collet-Serra,2011,Thriller,Suspense,https://www.rottentomatoes.com/m/unknown
267,Netflix,6 Underground,75,38,Michael Bay,2019,Action & Adventure,Action,https://www.rottentomatoes.com/m/6_underground
268,Netflix,Uncorked,75,77,Prentice Penny,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/uncorked
269,Netflix,Petta,75,89,Karthik Subbaraj,2019,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/petta
270,Netflix,My Fair Lady,75,89,George Cukor,1964,Musical,Musical,https://www.rottentomatoes.com/m/my_fair_lady
271,Netflix,"Bikram: Yogi, Guru, Predator",75,56,Eva Orner,2019,Documentary,Crime,https://www.rottentomatoes.com/m/bikram_yogi_guru_predator
272,Netflix,A Futile and Stupid Gesture,75,68,David Wain,2018,Comedy,Parody,https://www.rottentomatoes.com/m/a_futile_and_stupid_gesture/
273,Netflix,The Dig,75,79,Simon Stone,2021,Drama,Historical Drama,https://www.rottentomatoes.com/m/the_dig
274,Netflix,Legally Blonde,75,81,Robert Luketic,2001,Comedy,Coming of Age,https://www.rottentomatoes.com/m/legally_blonde/
275,Netflix,Legend,75,75,Brian Helgeland,2015,Crime,Biographical,https://www.rottentomatoes.com/m/legend
276,Amazon Prime,Legend,75,,Mary Wharton,2021,Documentary,Special Interest,https://www.rottentomatoes.com/m/legend
277,Netflix,Notes on Blindness,75,81,"Peter Middleton, James Spinney",2016,Documentary,Special Interest,https://www.rottentomatoes.com/m/notes_on_blindness
278,Netflix,When We First Met,75,61,Ari Sandel,2018,Romance,Coming of Age,https://www.rottentomatoes.com/m/when_we_first_met
279,Netflix,Imperial Dreams,75,81,Malik Vitthal,2014,Drama,Black Stories,https://www.rottentomatoes.com/m/imperial_dreams
280,Netflix,Black Mirror: Bandersnatch,75,70,,2018,Sci-Fi & Fantasy,Interactive Fiction,https://www.rottentomatoes.com/m/black_mirror_bandersnatch
281,Netflix,Queen,75,89,Vikas Bahl,2014,Drama,Coming of Age,https://www.rottentomatoes.com/m/queen
282,Netflix,Joshua: Teenager vs. Superpower,75,78,Joe Piscatella,2017,Superhero,Coming of Age,https://www.rottentomatoes.com/m/joshua_teenager_vs_superpower
283,Netflix,Air Force One,75,66,Wolfgang Petersen,1997,Action & Adventure,Military,https://www.rottentomatoes.com/m/air_force_one/
284,Hulu,Air Force One,75,66,,1997,Action & Adventure,Military,https://www.rottentomatoes.com/m/air_force_one/
285,Netflix,Shot Caller,75,77,Ric Roman Waugh,2017,Thriller,Crime,https://www.rottentomatoes.com/m/shot_caller
286,Netflix,What Dreams May Come,75,85,Vincent Ward,1998,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/what_dreams_may_come/
287,Netflix,Angel Has Fallen,75,84,Ric Roman Waugh,2019,Action & Adventure,Suspense,https://www.rottentomatoes.com/m/angel_has_fallen
288,Netflix,Crimson Peak,75,71,Guillermo del Toro,2015,Horror & Suspense,Gothic Horror,https://www.rottentomatoes.com/m/crimson_peak/
289,Netflix,The Red Sea Diving Resort,75,45,Gideon Raff,2019,Thriller,Espionage,https://www.rottentomatoes.com/m/the_red_sea_diving_resort
290,Netflix,The Angel,75,69,Ariel Vromen,2018,Thriller,Espionage,https://www.rottentomatoes.com/m/the_angel
291,Netflix,Army of the Dead,75,69,Zack Snyder,2021,Horror & Suspense,Zombie Horror,https://www.rottentomatoes.com/m/army_of_the_dead
292,Netflix,Madagascar 3: Europe's Most Wanted,75,81,"Eric Darnell, Tom McGrath, Conrad Vernon",2012,Animation,Kids,https://www.rottentomatoes.com/m/madagascar_3_europes_most_wanted/
293,Netflix,Icarus,75,91,Bryan Fogel,2017,Documentary,Sports,https://www.rottentomatoes.com/m/icarus
294,Netflix,Collateral Beauty,75,62,David Frankel,2016,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/collateral_beauty/
295,Netflix,The Danish Girl,75,71,Tom Hooper,2015,Drama,LGBTQ,https://www.rottentomatoes.com/m/the_danish_girl
296,Netflix,Green Zone,75,62,Paul Greengrass,2010,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/green_zone/
297,Netflix,John Mulaney: New in Town,75,94,Ryan Polito,2012,Comedy,Stand Up,https://www.rottentomatoes.com/m/john_mulaney_new_in_town
298,Netflix,Strong Island,75,87,Yance Ford,2017,Documentary,Black Stories,https://www.rottentomatoes.com/m/strong_island
299,Netflix,The White Tiger,75,83,Ramin Bahrani,2021,Drama,Crime,https://www.rottentomatoes.com/m/the_white_tiger
300,Netflix,Defiance,75,80,Edward Zwick,2008,War Drama,Military,https://www.rottentomatoes.com/m/defiance
301,Netflix,A Fortunate Man,75,85,Bille August,2018,Drama,Arthouse,https://www.rottentomatoes.com/m/a_fortunate_man
302,Netflix,The Death of Stalin,75,77,Armando Iannucci,2017,Comedy,Black Stories,https://www.rottentomatoes.com/m/the_death_of_stalin/
303,Netflix,2012,75,59,Roland Emmerich,2009,Action & Adventure,Disaster,https://www.rottentomatoes.com/m/2012/
304,Netflix,Underworld: Awakening,74,61,"Måns Mårlind, Björn Stein",2012,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/underworld_awakening/
305,Netflix,Philomena,74,88,Stephen Frears,2013,Drama,Biographical,https://www.rottentomatoes.com/m/philomena
306,Netflix,Sanju,74,89,Rajkumar Hirani,2018,Drama,Biographical,https://www.rottentomatoes.com/m/sanju
307,Netflix,Nappily Ever After,74,58,Haifaa Al-Mansour,2018,Romance,Coming of Age,https://www.rottentomatoes.com/m/nappily_ever_after
308,Netflix,I Care a Lot,74,37,J Blakeson,2021,Thriller,Crime,https://www.rottentomatoes.com/m/i_care_a_lot
309,Netflix,Qarib Qarib Singlle,74,67,Tanuja Chandra,2017,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/qarib_qarib_singlle/
310,Netflix,A Single Man,74,85,Tom Ford,2009,Drama,LGBTQ,https://www.rottentomatoes.com/m/single_man/
311,Netflix,Home,74,,Tim Johnson,2015,Animation,Kids,https://www.rottentomatoes.com/m/home/
312,Amazon Prime,Home,74,,Frank Lin,2016,Drama,Independent Movies,https://www.rottentomatoes.com/m/home/
313,Netflix,Zack and Miri Make a Porno,74,70,Kevin Smith,2008,Comedy,Adult Animation,https://www.rottentomatoes.com/m/zack_and_miri_make_a_porno
314,Netflix,Seeing Allred,74,68,"Roberta Grossman, Sophie Sartain",2018,Documentary,Women's Stories,https://www.rottentomatoes.com/m/seeing_allred
315,Netflix,Dostana,74,68,Tarun Mansukhani,2008,Romance,LGBTQ,https://www.rottentomatoes.com/m/dostana
316,Amazon Prime,Dostana,74,69,Tarun Mansukhani,2008,Romance,LGBTQ,https://www.rottentomatoes.com/m/dostana
317,Netflix,Remember Me,74,70,Allen Coulter,2010,Romance,Coming of Age,https://www.rottentomatoes.com/m/remember_me
318,Netflix,Underworld: Rise of the Lycans,74,70,Patrick Tatopoulos,2009,Action & Adventure,Fantasy,https://www.rottentomatoes.com/m/underworld_rise_of_the_lycans
319,Netflix,The Lovely Bones,74,68,Peter Jackson,2009,Drama,Coming of Age,https://www.rottentomatoes.com/m/lovely_bones/
320,Netflix,Madagascar: Escape 2 Africa,74,70,"Eric Darnell, Tom McGrath",2008,Animation,Animals,https://www.rottentomatoes.com/m/madagascar_escape_2_africa/
321,Netflix,No Strings Attached,74,56,Ivan Reitman,2011,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/no_strings_attached
322,Netflix,Heroin(e),74,84,Elaine McMillion Sheldon,2017,Documentary,Special Interest,https://www.rottentomatoes.com/m/heroin_e/
323,Netflix,A Ghost Story,74,62,David Lowery,2017,Drama,Arthouse,https://www.rottentomatoes.com/m/a_ghost_story
324,Netflix,Safety Not Guaranteed,74,89,Colin Trevorrow,2012,Sci-Fi & Fantasy,Indie Movies,https://www.rottentomatoes.com/m/safety_not_guaranteed/
325,Netflix,Game Over,74,,Ahmed Al-Badry,2012,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/game_over
326,Netflix,Peppermint,74,73,Pierre Morel,2018,Action & Adventure,Crime,https://www.rottentomatoes.com/m/peppermint
327,Netflix,Have a Good Trip: Adventures in Psychedelics,74,56,Donick Cary,2020,Documentary,Special Interest,https://www.rottentomatoes.com/m/have_a_good_trip_adventures_in_psychedelics
328,Netflix,Beasts of No Nation,74,81,Cary Joji Fukunaga,2015,Drama,War,https://www.rottentomatoes.com/m/beasts_of_no_nation/
329,Netflix,Extinction,74,33,Ben Young,2018,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/extinction
330,Netflix,Nobody Knows I'm Here,74,,Gaspar Antillo,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/nobody_knows_im_here
331,Netflix,ARQ,74,56,Tony Elliott,2016,Sci-Fi & Fantasy,Time Loop,https://www.rottentomatoes.com/m/arq
332,Netflix,Ali's Wedding,74,68,Jeffrey Walker,2018,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/alis_wedding
333,Netflix,Bo Burnham: Make Happy,74,94,"Bo Burnham, Christopher Storer",2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/bo_burnham_make_happy/
334,Netflix,"Extremely Wicked, Shockingly Evil and Vile",74,56,Joe Berlinger,2019,Horror & Suspense,Crime,https://www.rottentomatoes.com/m/extremely_wicked_shockingly_evil_and_vile
335,Netflix,Due Date,74,53,Todd Phillips,2010,Comedy,Parody,https://www.rottentomatoes.com/m/due_date
336,Netflix,Between Two Ferns: The Movie,74,53,Scott Aukerman,2019,Comedy,Parody,https://www.rottentomatoes.com/m/between_two_ferns_the_movie
337,Netflix,Ip Man 2,74,90,Wilson Yip,2010,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/ip_man_2_legend_of_the_grandmaster
338,Netflix,Mirage,74,89,Oriol Paulo,2018,Thriller,Suspense,https://www.rottentomatoes.com/m/mirage
339,Netflix,Puss in Boots,74,69,Chris Miller,2011,Animation,Fantasy,https://www.rottentomatoes.com/m/puss_in_boots
340,Netflix,Austin Powers in Goldmember,74,45,Jay Roach,2002,Comedy,Parody,https://www.rottentomatoes.com/m/austin_powers_in_goldmember
341,Netflix,The Kissing Booth,73,57,Vince Marcello,2018,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/the_kissing_booth
342,Netflix,Hush,73,81,Mike Flanagan,2016,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/hush
343,Netflix,Lost Bullet,73,,Guillaume Pierret,2020,Action & Adventure,Crime,https://www.rottentomatoes.com/m/lost_bullet
344,Netflix,Dil Chahta Hai,73,89,Farhan Akhtar,2001,Romance,Coming of Age,https://www.rottentomatoes.com/m/dil_chahta_hai
345,Hulu,Election,73,85,,1999,Comedy,Coming of Age,https://www.rottentomatoes.com/m/election
346,Netflix,Soni,73,,Ivan Ayr,2018,Drama,Black Stories,https://www.rottentomatoes.com/m/soni
347,Netflix,Killing Them Softly,73,60,Andrew Dominik,2012,Thriller,Crime,https://www.rottentomatoes.com/m/killing_them_softly/
348,Netflix,Swordfish,73,67,Dominic Sena,2001,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/swordfish/
349,Netflix,Wish Dragon,73,78,Chris Appelhans,2021,Animation,Fantasy,https://www.rottentomatoes.com/m/wish_dragon
350,Netflix,Raees,73,78,Rahul Dholakia,2017,Drama,Crime,https://www.rottentomatoes.com/m/raees
351,Netflix,Let It Snow,73,69,Luke Snellin,2019,Romance,Coming of Age,https://www.rottentomatoes.com/m/let_it_snow
352,Netflix,The Babysitter: Killer Queen,73,44,McG,2020,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/the_babysitter_killer_queen
353,Netflix,Hardcore Henry,73,51,Ilya Naishuller,2015,Action & Adventure,First Person Shooter,https://www.rottentomatoes.com/m/hardcore_henry/
354,Netflix,Spelling the Dream,73,97,Sam Rega,2020,Documentary,Special Interest,https://www.rottentomatoes.com/m/spelling_the_dream
355,Hulu,Resident Evil: Extinction,73,47,,2007,Horror & Suspense,Survival,https://www.rottentomatoes.com/m/resident_evil_extinction/
