show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,"Ed Wexler, Gary Katona, Jamie Mitchell","Jim Cummings, Peter Cullen, John Fiedler, Michael Gough, William Green, Nikita Hopkins",United States,2019-11-12,2002,G,67 min,"Animation, Kids",Rabbit threatens to move away if the others won't change.,Disney Plus
s1411,Movie,Winnie the Pooh: Springtime with Roo,"Elliot Bour, Saul Blinkoff","Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler",United States,2019-11-12,2004,G,70 min,"Animation, Kids, Musical",Rabbit forces the others to hold off on fun until spring cleaning is done.,Disney Plus
s1412,Movie,Winter Storage,Jack Hannah,,United States,2019-11-12,1949,TV-G,7 min,"Animation, Comedy, Family",Donald and Chip and Dale face off over acorns. See details for advisory.,Disney Plus
s1413,TV Show,Wizards of Waverly Place,,"Selena Gomez, David Henrie, Jake Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,2019-11-12,2007,TV-G,4 Seasons,"Comedy, Coming of Age, Fantasy","Alex, Justin, and Max Russo are not your ordinary teenagers – they’re secretly wizards in training!",Disney Plus
s1414,Movie,Wizards of Waverly Place: The Movie,Lev L. Spiro,"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,2019-11-12,2009,TV-G,94 min,"Action-Adventure, Comedy, Coming of Age",A vacation turns into a spell-soaked adventure for the family of wizards.,Disney Plus
s1415,TV Show,Wolverine and The X-Men,,"Steve Blum, Chris Edgerly, Jennifer Hale, Michael Ironside, Danielle Judovits, AJ Buckley",United States,2019-11-12,2008,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Wolverine and the X-Men must join together to prevent a catastrophic future.,Disney Plus
s1416,Movie,World's Greatest Dogs,,Mike Secher,United States,2019-11-12,2015,TV-PG,44 min,"Animals & Nature, Documentary, Family","From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners.",Disney Plus
s1417,Movie,Wreck-It Ralph,Rich Moore,"John Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling",United States,2019-11-12,2012,PG,103 min,"Action-Adventure, Animation, Comedy",Ralph sets out to prove that he is a true hero in his arcade.,Disney Plus
s1418,TV Show,X-Men: Evolution,,"Noel Fisher, Vincent Gale, Christopher Judge, David Kaye, Scott McNeil, Meghan Black",United States,2019-11-12,2000,TV-Y7,4 Seasons,"Action-Adventure, Animation, Kids",X-Men: Evolution features the team as teenagers as they fight for a world that fears and hates them.,Disney Plus
s1419,Movie,Ye Olden Days,Bert Gillett,,United States,2019-11-12,1933,TV-Y7,9 min,"Animation, Comedy, Family","Minnie is locked away for not marrying a prince, but Mickey saves her. See details for advisory.",Disney Plus
s1420,Movie,Yellowstone Cubs,Charles Draper,Rex Allen,United States,2019-11-12,1963,TV-PG,48 min,"Animals & Nature, Comedy, Family",Two bear cubs take a mischievous tour of Yellowstone National Park. See details for advisory.,Disney Plus
s1421,Movie,You Lucky Dog,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",United States,2019-11-12,1998,TV-G,88 min,"Comedy, Fantasy",Jack Morgan discovers a psychic connection between himself and a dog.,Disney Plus
s1422,Movie,You Wish!,Paul Hoen,"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid","New Zealand, United States",2019-11-12,2003,TV-G,88 min,"Coming of Age, Drama, Fantasy",Alex uses a magical coin to wish he didn't have a younger brother.,Disney Plus
s1423,Movie,Your Friend the Rat,Jim Capobianco,"Patton Oswalt, Peter Sohn, Lou Romano, Tony Russell, Sigmund Vik, Jim Capobianco",United States,2019-11-12,2007,TV-G,13 min,"Animation, Comedy, Family",Remy explains why humans and rats should get along.,Disney Plus
s1424,Movie,Z-O-M-B-I-E-S,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Kingston Foster",United States,2019-11-12,2018,TV-G,97 min,"Coming of Age, Musical, Science Fiction",A traditional high school must accept students from Zombietown.,Disney Plus
s1425,Movie,Zapped,Peter DeLuise,"Zendaya , Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough","Canada, United States",2019-11-12,2014,TV-G,95 min,"Comedy, Coming of Age, Science Fiction",Zoey discovers a magical app that can control the boys in her life.,Disney Plus
s1426,Movie,Zenon: Girl of the 21st Century,Kenneth Johnson,"Kirsten Storms, Raven-Symoné , Stuart Pankin, Holly Fulger, Frederick Coffin, Bob Bancroft",United States,2019-11-12,1999,TV-G,97 min,"Comedy, Coming of Age, Science Fiction",Zenon must thwart a villain's plot after she's grounded and sent to Earth.,Disney Plus
s1427,Movie,Zenon: The Zequel,Manny Coto,"Kirsten Storms, Lauren Maltby, Phillip Rhys, Holly Fulger, Stuart Pankin, Robert Curtis Brown","United States, New Zealand",2019-11-12,2001,TV-G,89 min,"Comedy, Science Fiction",Zenon sneaks down to Earth to try to save her space station.,Disney Plus
s1428,Movie,Zenon: Z3,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",United States,2019-11-12,2004,TV-G,81 min,"Comedy, Coming of Age, Science Fiction",It's up to Zenon and her friends when moon goddess Selena threatens Earth.,Disney Plus
s1429,Movie,Zootopia,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",United States,2019-11-12,2016,PG,109 min,"Animation, Comedy, Family",A rookie-cop rabbit and wily fox team up to crack a case.,Disney Plus
s1430,Movie,Bedknobs and Broomsticks,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth",United States,2019-10-01,1971,G,118 min,"Comedy, Family, Fantasy",Three children and an amateur witch team up to save England from invasion.,Disney Plus
s1431,Movie,Blackbeard's Ghost,Robert Stevenson,"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Joby Baker, Elliott Reid",United States,2019-10-01,1968,G,107 min,"Comedy, Family, Fantasy",A track coach inherits the mischievous ghost of famed pirate Blackbeard.,Disney Plus
s1432,Movie,Brave Little Tailor,Bill Roberts,"Walt Disney, Marcelite Garner, Eddie Holden",United States,2019-10-01,1938,TV-PG,9 min,"Action-Adventure, Animation, Comedy","Mickey Mouse, a tailor, is appointed by the king to kill the giant.",Disney Plus
s1433,Movie,Justin Morgan had a Horse,Hollingsworth Morse,"Don Murray, Lana Wood, R.G. Armstrong, Gary Crosby, John Smith, E.W. Firestone",United States,2019-10-01,1972,TV-G,88 min,"Animals & Nature, Biographical, Drama",The story of the foundation sire of the Morgan Horse Breed.,Disney Plus
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,Darrell Rooney,"Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson, Bill Fagerbakke","United States, Australia",2019-10-01,2001,G,73 min,"Action-Adventure, Animation, Coming of Age","Itching for freedom, Lady's pup Scamp joins up with the Junkyard Dogs.",Disney Plus
s1435,TV Show,Smart Guy,,"Tahj Mowry, John Jones, Jason Weaver, Essence Atkins",United States,2019-10-01,1996,TV-G,3 Seasons,"Comedy, Coming of Age, Kids",A genius tries to fit in as a high school sophomore.,Disney Plus
s1436,Movie,The Cat from Outer Space,Norman Tokar,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson, Jesse White",United States,2019-10-01,1978,G,104 min,"Comedy, Family, Science Fiction",A physicist tries to help an alien cat after it crash-lands on Earth.,Disney Plus
s1437,Movie,The Great Mouse Detective,"John Musker, Ron Clements, Dave Michener","Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek, Candy Candido, Diana Chesney",United States,2019-10-01,1986,G,75 min,"Animation, Family, Mystery",A super-sleuth mouse must solve a toy maker's disappearance.,Disney Plus
